Value
2373.61
2434.87
2597.32
2485.01
2348.35
2440.12
2450.89
2578.47
2644.75
2607.58
2712.55
2715.62
2796.66
2756.29
2790.83
2860.34
2801.47
2736.14
2791.26
2839.42
2822.41
2769.66
2725.85
2626.38
2672.91
2595.42
2606.93
2499.25
2471.82
2491.06
2440.76
2564.86
2427.54
2380.38
2305.33
2238.8
2210.48
2274.18
2253.45
2182.78
2127.72
2144.7
2145.53
2223.24
2222.58
2190.64
2082.95
1963.43
1973.99
1980.97
1985.05
1909.2
1910.33
1915.78
1858.48
1846.15
1922.46
1935.05
1943.46
1889.13
1839.75
1824.94
1811.08
1709.97
1658.89
1745.91
1728.15
1734.07
1819.89
1916.51
1915.16
1919.4
1905.45
2062.61
2132.19
2169.09
2082.8
2054.13
2033.9
2064.11
2064.67
2128.33
2128.52
2203.89
2156.07
2140.58
2190.94
2187.91
2165.23
2162.86
2118.87
2078.89
2101.41
2114.6
2192.04
2189.06
2251.93
2309.98
2271.6
2254.22
2262.65
2205.25
2107.82
2116.28
2129.53
2155.39
2205.73
2227.3
2235.22
2233.01
2178.08
2144.73
2154.27
2072.21
2020.36
2016.9
2017.72
2003.18
2045.88
2051.45
2043.23
2042.74
2066.64
2127.1
2149.11
2160.85
2135.96
2105.4
2031.27
2019.13
2002.64
1955.23
2055.98
2080.35
2058.54
2037.12
2030.01
2053.22
2022.54
2017.68
1966.66
1963.78
1994.54
2024.54
2024.47
2035.58
2061.75
2082.45
2063.38
2043.06
2028.61
1998.66
1956.42
1941.51
1968.89
1980.06
1946.96
1904.76
1883.24
1868.29
1862.34
1838.86
1862.99
1887.28
1915.78
1890.5
1856.71
1805.2
1799.91
1803.47
1749.18
1728.38
1700.49
1686.03
1604.19
1576.96
1509.77
1490.17
1420.55
1483.49
1504.51
1487.23
1441.92
1483.18
1474.93
1488.68
1534.35
1611.32
1578.79
1597.88
1586.58
1592.9
1675.52
1679.34
1681.01
1706.7
1700.17
1651.36
1651.72
1684.15
1717.34
1716.93
1729.56
1777.93
1733.68
1666.49
1699.7
1715.32
1743.13
1784.92
1806.7
1844.3
1852.48
1823.84
1815.24
1880.6
1898.86
1902.48
1895.37
1920.03
1904.0
1869.08
1889.61
1924.1
1933.99
1914.88
1911.38
1929.33
1912.16
1938.57
2018.56
2051.66
2024.66
2013.11
2013.86
1999.21
1965.54
1950.17
1972.71
2000.36
1989.41
1945.41
1943.17
1947.98
1966.3
1972.42
1992.54
1969.79
1957.91
2015.81
2055.72
2058.98
2043.78
2066.48
2040.97
2038.73
1999.18
1994.27
1963.07
1969.95
1943.72
1914.78
1902.2
1948.14
1937.43
1942.2
1921.27
1882.58
1921.04
1921.68
1878.35
1848.3
1829.07
1802.9
1795.52
1831.16
1834.67
1853.27
1859.26
1824.37
1768.03
1753.19
1742.8
1716.52
1753.76
1769.55
1767.6
1750.92
1772.48
1824.72
1867.95
1866.57
1887.88
1921.59
1926.08
1889.22
1872.36
1862.2
1858.66
1877.18
1882.34
1847.33
1848.08
1860.73
1837.74
1825.71
1821.83
1843.09
1841.31
1821.89
1791.98
1785.49
1786.58
1760.12
1769.01
1752.84
1743.22
1742.42
1754.83
1798.1
1818.33
1798.45
1805.95
1763.42
1743.43
1728.82
1710.64
1696.15
1659.77
1674.98
1665.4
1667.93
1624.92
1600.38
1577.43
1661.04
1671.52
1628.54
1627.85
1707.04
1726.83
1724.26
1738.64
1711.5
1689.08
1660.3
1674.83
1669.94
1652.05
1634.3
1622.48
1633.54
1591.34
1568.05
1579.49
1567.39
1522.49
1539.38
1522.08
1496.86
1511.03
1476.22
1537.16
1555.38
1517.22
1482.3
1457.95
1445.63
1447.41
1406.05
1436.18
1470.48
1431.17
1376.14
1358.22
1424.85
1426.92
1397.44
1371.08
1349.58
1382.78
1349.0
1386.23
1398.24
1376.05
1330.07
1302.28
1262.23
1241.41
1255.33
1249.57
1310.9
1333.98
1321.4
1301.49
1258.82
1226.76
1252.18
1270.8
1289.92
1306.42
1299.17
1296.71
1299.75
1336.52
1347.34
1378.1
1380.41
1394.48
1412.79
1394.7
1377.34
1371.3
1326.13
1320.58
1326.3
1282.95
1277.83
1262.88
1292.15
1290.53
1310.98
1331.11
1292.4
1281.47
1280.21
1278.67
1248.49
1229.55
1224.6
1193.57
1184.74
1205.67
1223.27
1216.6
1175.4
1187.36
1203.24
1181.23
1155.51
1129.58
1126.89
1123.98
1137.16
1200.01
1207.51
1271.3
1241.34
1273.33
1270.76
1290.15
1294.13
1299.85
1313.77
1314.25
1328.42
1299.06
1317.59
1335.33
1337.27
1404.36
1390.35
1402.78
1385.77
1372.03
1337.08
1348.02
1352.93
1395.28
