Value
2223.6175535
2224.90997325
2215.7574465
2226.160034
2240.17749025
2235.67004375
2231.56243925
2239.23999025
2261.6499635
2277.2775875
2318.75
2321.56256075
2329.59747325
2336.69750975
2336.65252675
2331.5200195
2323.347534
2335.97991975
2350.267517
2326.78747575
2296.73999025
2279.9974975
2290.40252675
2291.82995625
2310.44750975
2319.017517
2327.2774659999995
2302.72497575
2282.2299805
2267.09997575
2246.69750975
2256.42749025
2255.67004375
2256.115051
2268.79754625
2287.6800535
2293.25750725
2295.3150025
2293.84002675
2281.07250975
2299.062439250001
2310.0025025
2316.34002675
2332.365051
2290.089966
2269.55249025
2271.9624635
2263.4375
2254.86499025
2249.2875365
2272.94750975
2277.950012250001
2280.97503675
2290.2300415
2300.63250725
2298.74993875
2301.18255625
2294.7224735
2297.192505
2304.1600952500007
2308.1900025
2318.182495
2305.76257325
2327.16253675
2335.637512
2368.40252675
2383.0624390000007
2380.95245375
2394.70251475
2400.1124879999998
2398.7625735
2389.93249525
2408.1750487500008
2418.16253675
2406.98248275
2411.8850095000007
2396.30749525
2386.40997325
2392.06744375
2374.0825195
2374.03503425
2375.04498275
2381.13751225
2430.62750225
2454.22497575
2454.17993175
2459.67749025
2464.852539
2488.8625489999995
2504.169983
2483.96252425
2476.5375365
2481.7175295
2487.12506125
2487.35998525
2478.72247325
2485.54992675
2511.625
2500.36749275
2491.54254125
2509.18994125
2517.41497825
2515.16497825
2509.3724975000005
2502.65747075
2504.244995
2480.4349975
2477.28497325
2480.55499275
2478.47247325
2469.744995
2471.830017
2514.51251225
2518.3049925
2524.1375120000002
2511.000061
2475.8624879999998
2444.75750725
2449.3550415
2450.34997575
2462.3950195
2479.22753925
2497.914978
2518.54254125
2525.0874635
2535.09252925
2543.294983
2549.647522
2545.8549805
2568.37994375
2586.825012250001
2586.63500975
2590.2425535
2586.4449465
2593.9400025
2627.8899535
2636.1449585
2643.875
2655.77502425
2597.3850095
2658.4299925
2652.16998275
2673.98504625
2698.26495375
2696.93749975
2699.30749525
2708.36499025
2676.82995625
2686.07751475
2695.3725585
2684.987427
2680.960022
2665.25750725
2643.21496575
